CTYNAME,YEAR,MEDIAN_AGE_TOT
Bennington County,2,47.2
Bennington County,3,47.3
Bennington County,4,47.3
Caledonia County,1,45.3
Caledonia County,2,45.4
Caledonia County,3,45.2
Caledonia County,4,45.3
Chittenden County,1,36.8
Chittenden County,2,36.9
Chittenden County,3,37.0
Chittenden County,4,37.3
Essex County,1,51.9
Essex County,2,51.9
Essex County,3,51.7
Essex County,4,51.4
Franklin County,1,41.0
Franklin County,2,41.0
Franklin County,3,41.1
Franklin County,4,41.2
Grand Isle County,1,48.7
Grand Isle County,2,48.8
Grand Isle County,3,48.4
Grand Isle County,4,48.7
Lamoille County,1,41.7
Lamoille County,2,41.8
Lamoille County,3,41.9
Lamoille County,4,42.2
Orange County,1,46.5
Orange County,2,46.5
Orange County,3,46.5
Orange County,4,46.6
Orleans County,1,45.5
Orleans County,2,45.5
Orleans County,3,45.4
Orleans County,4,45.3
Rutland County,1,47.5
Rutland County,2,47.5
Rutland County,3,47.4
Rutland County,4,47.5
Washington County,1,44.0
Washington County,2,44.1
Washington County,3,44.1
Washington County,4,44.1
Windham County,1,47.3
Windham County,2,47.4
Windham County,3,47.4
Windham County,4,47.8
Windsor County,1,47.9
Windsor County,2,47.9
Windsor County,3,47.8
Windsor County,4,47.9
Accomack County,1,47.1
Accomack County,2,47.1
Accomack County,3,47.4
Accomack County,4,47.8
Albemarle County,1,39.5
Albemarle County,2,39.6
Albemarle County,3,39.7
Albemarle County,4,40.1
Alleghany County,1,48.8
Alleghany County,2,48.8
Alleghany County,3,49.0
Alleghany County,4,49.3
Amelia County,1,45.1
Amelia County,2,45.1
Amelia County,3,45.0
Amelia County,4,44.5
Amherst County,1,44.2
Amherst County,2,44.1
Amherst County,3,43.9
Amherst County,4,44.0
Appomattox County,1,42.5
Appomattox County,2,42.4
Appomattox County,3,42.3
Appomattox County,4,42.0
Arlington County,1,35.2
Arlington County,2,35.2
Arlington County,3,35.6
Arlington County,4,35.5
Augusta County,1,45.0
Augusta County,2,45.0
Augusta County,3,45.1
Augusta County,4,45.2
Bath County,1,51.8
Bath County,2,51.8
Bath County,3,52.3
Bath County,4,52.3
Bedford County,1,47.0
Bedford County,2,47.0
Bedford County,3,47.0
Bedford County,4,47.0
Bland County,1,47.3
Bland County,2,47.4
Bland County,3,48.0
Bland County,4,48.3
Botetourt County,1,48.1
Botetourt County,2,48.2
Botetourt County,3,48.1
Botetourt County,4,48.1
Brunswick County,1,44.2
Brunswick County,2,44.2
Brunswick County,3,44.0
Brunswick County,4,43.9
Buchanan County,1,47.4
Buchanan County,2,47.4
Buchanan County,3,47.6
Buchanan County,4,47.6
Buckingham County,1,43.4
Buckingham County,2,43.4
Buckingham County,3,43.6
Buckingham County,4,43.5
Campbell County,1,43.2
Campbell County,2,43.2
Campbell County,3,43.4
Campbell County,4,43.7
Caroline County,1,39.8
Caroline County,2,39.8
Caroline County,3,39.8
Caroline County,4,39.8
Carroll County,1,48.9
Carroll County,2,49.0
Carroll County,3,49.4
Carroll County,4,49.6
Charles City County,1,51.9
Charles City County,2,52.1
Charles City County,3,52.8
Charles City County,4,53.0
Charlotte County,1,46.0
Charlotte County,2,45.9
Charlotte County,3,45.7
Charlotte County,4,45.6
Chesterfield County,1,39.0
Chesterfield County,2,39.0
Chesterfield County,3,39.1
Chesterfield County,4,39.2
Clarke County,1,47.9
Clarke County,2,48.0
Clarke County,3,47.5
Clarke County,4,47.1
Craig County,1,49.0
Craig County,2,49.2
Craig County,3,49.3
Craig County,4,49.8
Culpeper County,1,39.4
Culpeper County,2,39.4
Culpeper County,3,39.6
Culpeper County,4,39.7
Cumberland County,1,46.1
Cumberland County,2,46.0
Cumberland County,3,46.2
Cumberland County,4,46.3
Dickenson County,1,45.6
Dickenson County,2,45.6
Dickenson County,3,46.0
Dickenson County,4,46.1
Dinwiddie County,1,43.0
Dinwiddie County,2,43.0
Dinwiddie County,3,43.1
Dinwiddie County,4,43.5
Essex County,1,48.2
Essex County,2,48.3
Essex County,3,48.4
Essex County,4,48.2
Fairfax County,1,38.5
Fairfax County,2,38.6
Fairfax County,3,38.8
Fairfax County,4,39.1
Fauquier County,1,41.5
Fauquier County,2,41.5
Fauquier County,3,41.4
Fauquier County,4,41.4
Floyd County,1,47.7
Floyd County,2,47.8
Floyd County,3,47.8
Floyd County,4,47.9
Fluvanna County,1,43.5
Fluvanna County,2,43.5
Fluvanna County,3,43.6
Fluvanna County,4,43.8
Franklin County,1,48.2
Franklin County,2,48.3
Franklin County,3,48.4
Franklin County,4,48.8
Frederick County,1,40.8
Frederick County,2,40.9
Frederick County,3,40.9
Frederick County,4,41.2
Giles County,1,45.2
Giles County,2,45.3
Giles County,3,45.5
Giles County,4,45.6
Gloucester County,1,44.5
Gloucester County,2,44.5
Gloucester County,3,44.2
Gloucester County,4,44.3
Goochland County,1,48.8
Goochland County,2,48.9
Goochland County,3,49.1
Goochland County,4,49.7
Grayson County,1,48.8
Grayson County,2,48.9
Grayson County,3,49.0
Grayson County,4,49.1
Greene County,1,41.0
Greene County,2,41.0
Greene County,3,40.6
Greene County,4,41.1
Greensville County,1,41.4
Greensville County,2,41.3
Greensville County,3,41.1
Greensville County,4,40.8
Halifax County,1,47.0
Halifax County,2,47.0
Halifax County,3,46.7
Halifax County,4,46.5
Hanover County,1,42.6
Hanover County,2,42.6
Hanover County,3,42.5
Hanover County,4,42.6
Henrico County,1,39.0
Henrico County,2,39.0
Henrico County,3,39.2
Henrico County,4,39.4
Henry County,1,47.7
Henry County,2,47.7
Henry County,3,47.9
Henry County,4,48.0
Highland County,1,58.9
Highland County,2,58.9
Highland County,3,59.4
Highland County,4,60.0
Isle of Wight County,1,43.8
Isle of Wight County,2,43.7
Isle of Wight County,3,43.5
Isle of Wight County,4,43.0
James City County,1,47.2
James City County,2,47.3
James City County,3,47.2
James City County,4,47.2
King and Queen County,1,49.0
King and Queen County,2,49.2
King and Queen County,3,49.1
King and Queen County,4,48.1
King George County,1,38.3
King George County,2,38.3
King George County,3,38.2
King George County,4,38.6
King William County,1,39.9
King William County,2,39.9
King William County,3,39.8
King William County,4,40.2
Lancaster County,1,57.8
Lancaster County,2,58.0
Lancaster County,3,58.3
Lancaster County,4,58.9
Lee County,1,45.1
Lee County,2,45.2
Lee County,3,45.1
Lee County,4,45.1
Loudoun County,1,37.2
Loudoun County,2,37.3
Loudoun County,3,37.6
Loudoun County,4,38.0
Louisa County,1,44.9
Louisa County,2,44.9
Louisa County,3,44.6
Louisa County,4,44.7
Lunenburg County,1,44.7
Lunenburg County,2,44.6
Lunenburg County,3,44.7
Lunenburg County,4,44.5
Madison County,1,46.4
Madison County,2,46.5
Madison County,3,46.4
Madison County,4,46.4
Mathews County,1,54.0
Mathews County,2,54.1
Mathews County,3,54.4
Mathews County,4,55.0
Mecklenburg County,1,48.9
Mecklenburg County,2,49.0
Mecklenburg County,3,49.2
Mecklenburg County,4,49.2
Middlesex County,1,55.4
Middlesex County,2,55.5
Middlesex County,3,55.7
Middlesex County,4,55.5
Montgomery County,1,29.8
Montgomery County,2,29.9
Montgomery County,3,30.1
Montgomery County,4,30.2
Nelson County,1,50.9
Nelson County,2,50.9
Nelson County,3,51.1
Nelson County,4,51.7
New Kent County,1,43.1
New Kent County,2,43.1
New Kent County,3,42.8
New Kent County,4,42.4
Northampton County,1,50.5
Northampton County,2,50.7
Northampton County,3,51.4
Northampton County,4,51.9
Northumberland County,1,58.3
Northumberland County,2,58.4
Northumberland County,3,58.5
Northumberland County,4,59.0
Nottoway County,1,40.3
Nottoway County,2,40.3
Nottoway County,3,40.5
Nottoway County,4,40.3
Orange County,1,43.5
Orange County,2,43.4
Orange County,3,42.9
Orange County,4,42.6
Page County,1,45.5
Page County,2,45.5
Page County,3,45.4
Page County,4,45.5
Patrick County,1,50.7
Patrick County,2,50.9
Patrick County,3,51.0
Patrick County,4,51.3
Pittsylvania County,1,47.7
Pittsylvania County,2,47.8
Pittsylvania County,3,48.0
Pittsylvania County,4,48.1
Powhatan County,1,45.8
Powhatan County,2,45.8
Powhatan County,3,45.8
Powhatan County,4,45.9
Prince Edward County,1,31.8
Prince Edward County,2,31.7
Prince Edward County,3,31.9
Prince Edward County,4,31.7
Prince George County,1,33.8
Prince George County,2,33.8
Prince George County,3,33.9
Prince George County,4,33.9
Prince William County,1,35.8
Prince William County,2,35.8
Prince William County,3,36.1
Prince William County,4,36.3
Pulaski County,1,47.0
Pulaski County,2,47.1
Pulaski County,3,47.0
Pulaski County,4,46.9
Rappahannock County,1,51.6
Rappahannock County,2,51.8
Rappahannock County,3,52.1
Rappahannock County,4,52.2
Richmond County,1,43.5
Richmond County,2,43.4
Richmond County,3,42.8
Richmond County,4,42.4
Roanoke County,1,43.9
Roanoke County,2,43.9
Roanoke County,3,44.0
Roanoke County,4,43.9
Rockbridge County,1,49.2
Rockbridge County,2,49.3
Rockbridge County,3,49.5
Rockbridge County,4,49.8
Rockingham County,1,41.0
Rockingham County,2,41.0
Rockingham County,3,41.1
Rockingham County,4,41.1
Russell County,1,46.8
Russell County,2,46.8
Russell County,3,46.8
Russell County,4,46.8
Scott County,1,47.9
Scott County,2,48.0
Scott County,3,47.9
Scott County,4,47.9
Shenandoah County,1,44.2
Shenandoah County,2,44.1
Shenandoah County,3,43.8
Shenandoah County,4,43.9
Smyth County,1,46.0
Smyth County,2,46.0
Smyth County,3,45.9
Smyth County,4,45.7
Southampton County,1,47.2
Southampton County,2,47.3
Southampton County,3,47.2
Southampton County,4,47.3
Spotsylvania County,1,38.3
Spotsylvania County,2,38.3
Spotsylvania County,3,38.3
Spotsylvania County,4,38.5
Stafford County,1,36.1
Stafford County,2,36.1
Stafford County,3,36.2
Stafford County,4,36.6
Surry County,1,50.7
Surry County,2,50.7
Surry County,3,50.9
Surry County,4,50.8
Sussex County,1,40.9
Sussex County,2,40.8
Sussex County,3,40.6
Sussex County,4,40.4
Tazewell County,1,45.3
Tazewell County,2,45.2
Tazewell County,3,45.1
Tazewell County,4,45.0
Warren County,1,40.8
Warren County,2,40.8
Warren County,3,40.8
Warren County,4,40.7
Washington County,1,47.1
Washington County,2,47.2
Washington County,3,47.3
Washington County,4,47.4
Westmoreland County,1,48.3
Westmoreland County,2,48.4
Westmoreland County,3,48.6
Westmoreland County,4,49.2
Wise County,1,42.0
Wise County,2,42.0
Wise County,3,41.8
Wise County,4,41.8
Wythe County,1,45.8
Wythe County,2,45.9
Wythe County,3,45.9
Wythe County,4,45.9
York County,1,39.3
York County,2,39.3
York County,3,39.4
York County,4,39.8
Alexandria city,1,37.4
Alexandria city,2,37.5
Alexandria city,3,37.9
Alexandria city,4,38.0
Bristol city,1,43.0
Bristol city,2,43.0
Bristol city,3,43.4
Bristol city,4,43.3
Buena Vista city,1,36.9
Buena Vista city,2,36.8
Buena Vista city,3,35.8
Buena Vista city,4,35.5
Charlottesville city,1,32.2
Charlottesville city,2,32.3
Charlottesville city,3,32.7
Charlottesville city,4,33.0
Chesapeake city,1,37.3
Chesapeake city,2,37.3
Chesapeake city,3,37.5
Chesapeake city,4,37.8
Colonial Heights city,1,40.0
Colonial Heights city,2,39.8
Colonial Heights city,3,39.3
Colonial Heights city,4,38.9
Covington city,1,42.2
Covington city,2,42.1
Covington city,3,41.2
Covington city,4,40.7
Danville city,1,41.2
Danville city,2,41.1
Danville city,3,41.0
Danville city,4,40.8
Emporia city,1,39.5
Emporia city,2,39.6
Emporia city,3,39.2
Emporia city,4,39.2
Fairfax city,1,37.8
Fairfax city,2,37.7
Fairfax city,3,37.1
Fairfax city,4,36.5
Falls Church city,1,39.5
Falls Church city,2,39.5
Falls Church city,3,39.7
Falls Church city,4,39.6
Franklin city,1,39.8
Franklin city,2,39.8
Franklin city,3,38.5
Franklin city,4,38.0
Fredericksburg city,1,30.7
Fredericksburg city,2,30.8
Fredericksburg city,3,30.9
Fredericksburg city,4,31.1
Galax city,1,40.0
Galax city,2,39.8
Galax city,3,39.3
Galax city,4,38.4
Hampton city,1,36.5
Hampton city,2,36.5
Hampton city,3,36.4
Hampton city,4,36.4
Harrisonburg city,1,25.8
Harrisonburg city,2,25.7
Harrisonburg city,3,25.2
Harrisonburg city,4,24.9
Hopewell city,1,35.9
Hopewell city,2,36.0
Hopewell city,3,35.9
Hopewell city,4,36.3
Lexington city,1,22.2
Lexington city,2,22.2
Lexington city,3,22.1
Lexington city,4,21.9
Lynchburg city,1,28.6
Lynchburg city,2,28.6
Lynchburg city,3,28.6
Lynchburg city,4,28.5
Manassas city,1,34.9
Manassas city,2,34.9
Manassas city,3,35.0
Manassas city,4,35.0
Manassas Park city,1,34.9
Manassas Park city,2,35.1
Manassas Park city,3,35.7
Manassas Park city,4,36.4
Martinsville city,1,39.9
Martinsville city,2,39.9
Martinsville city,3,38.8
Martinsville city,4,37.8
Newport News city,1,33.8
Newport News city,2,33.8
Newport News city,3,34.1
Newport News city,4,34.2
Norfolk city,1,32.1
Norfolk city,2,32.1
Norfolk city,3,32.4
Norfolk city,4,32.6
Norton city,1,39.2
Norton city,2,39.2
Norton city,3,38.7
Norton city,4,38.0
Petersburg city,1,37.1
Petersburg city,2,37.0
Petersburg city,3,36.7
Petersburg city,4,36.5
Poquoson city,1,42.1
Poquoson city,2,42.1
Poquoson city,3,41.8
Poquoson city,4,41.8
Portsmouth city,1,35.6
Portsmouth city,2,35.6
Portsmouth city,3,35.6
Portsmouth city,4,35.7
Radford city,1,23.8
Radford city,2,23.7
Radford city,3,23.6
Radford city,4,23.5
Richmond city,1,34.6
Richmond city,2,34.6
Richmond city,3,34.8
Richmond city,4,34.8
Roanoke city,1,38.7
Roanoke city,2,38.7
Roanoke city,3,38.7
Roanoke city,4,38.7
Salem city,1,40.8
Salem city,2,40.7
Salem city,3,40.5
Salem city,4,40.4
Staunton city,1,41.5
Staunton city,2,41.5
Staunton city,3,41.6
Staunton city,4,41.7
Suffolk city,1,38.4
Suffolk city,2,38.4
Suffolk city,3,38.3
Suffolk city,4,38.3
Virginia Beach city,1,37.0
Virginia Beach city,2,37.0
Virginia Beach city,3,37.3
Virginia Beach city,4,37.8
Waynesboro city,1,39.0
Waynesboro city,2,39.0
Waynesboro city,3,39.2
Waynesboro city,4,39.0
Williamsburg city,1,26.0
Williamsburg city,2,26.2
Williamsburg city,3,26.3
Williamsburg city,4,26.5
Winchester city,1,37.2
Winchester city,2,37.3
Winchester city,3,37.2
Winchester city,4,37.4
Adams County,1,28.3
Adams County,2,28.4
Adams County,3,28.5
Adams County,4,28.6
Asotin County,1,45.8
Asotin County,2,45.8
Asotin County,3,45.8
Asotin County,4,46.0
Benton County,1,36.1
Benton County,2,36.2
Benton County,3,36.3
Benton County,4,36.4
Chelan County,1,40.1
Chelan County,2,40.2
Chelan County,3,40.5
Chelan County,4,40.7
Clallam County,1,51.5
Clallam County,2,51.5
Clallam County,3,51.4
Clallam County,4,52.2
Clark County,1,38.7
Clark County,2,38.7
Clark County,3,38.9
Clark County,4,39.2
Columbia County,1,50.9
Columbia County,2,50.8
Columbia County,3,50.3
Columbia County,4,50.6
Cowlitz County,1,40.8
Cowlitz County,2,40.9
Cowlitz County,3,40.9
Cowlitz County,4,41.0
Douglas County,1,37.8
Douglas County,2,37.9
Douglas County,3,38.2
Douglas County,4,38.6
Ferry County,1,52.4
Ferry County,2,52.5
Ferry County,3,52.3
Ferry County,4,51.8
Franklin County,1,30.6
Franklin County,2,30.6
Franklin County,3,30.9
Franklin County,4,31.0
Garfield County,1,47.1
Garfield County,2,47.3
Garfield County,3,46.9
Garfield County,4,46.6
Grant County,1,33.0
Grant County,2,33.1
Grant County,3,33.3
Grant County,4,33.5
Grays Harbor County,1,44.3
Grays Harbor County,2,44.3
Grays Harbor County,3,44.5
Grays Harbor County,4,44.7
Island County,1,43.5
Island County,2,43.6
Island County,3,43.9
Island County,4,44.8
Jefferson County,1,59.3
Jefferson County,2,59.4
Jefferson County,3,59.8
Jefferson County,4,60.4
King County,1,37.0
King County,2,37.0
King County,3,37.5
King County,4,37.4
Kitsap County,1,39.3
Kitsap County,2,39.4
Kitsap County,3,39.8
Kitsap County,4,40.0
Kittitas County,1,35.9
Kittitas County,2,35.9
Kittitas County,3,37.3
Kittitas County,4,37.6
Klickitat County,1,46.8
Klickitat County,2,46.9
Klickitat County,3,47.0
Klickitat County,4,47.1
Lewis County,1,42.4
Lewis County,2,42.4
Lewis County,3,42.1
Lewis County,4,42.1
Lincoln County,1,47.3
Lincoln County,2,47.2
Lincoln County,3,46.6
Lincoln County,4,46.5
Mason County,1,45.2
Mason County,2,45.1
Mason County,3,45.2
Mason County,4,45.0
Okanogan County,1,42.8
Okanogan County,2,42.9
Okanogan County,3,42.9
Okanogan County,4,42.7
Pacific County,1,54.5
Pacific County,2,54.6
Pacific County,3,54.6
Pacific County,4,54.8
Pend Oreille County,1,50.2
Pend Oreille County,2,50.2
Pend Oreille County,3,49.9
Pend Oreille County,4,49.8
Pierce County,1,36.4
Pierce County,2,36.4
Pierce County,3,36.7
Pierce County,4,36.9
San Juan County,1,57.0
San Juan County,2,57.2
San Juan County,3,56.9
San Juan County,4,56.8
Skagit County,1,41.5
Skagit County,2,41.5
Skagit County,3,41.9
Skagit County,4,42.2
Skamania County,1,48.0
Skamania County,2,48.2
Skamania County,3,48.3
Skamania County,4,48.6
Snohomish County,1,38.2
Snohomish County,2,38.3
Snohomish County,3,38.4
Snohomish County,4,38.6
Spokane County,1,37.8
Spokane County,2,37.9
Spokane County,3,38.1
Spokane County,4,38.3
Stevens County,1,47.0
Stevens County,2,47.0
Stevens County,3,46.7
Stevens County,4,46.7
Thurston County,1,39.3
Thurston County,2,39.3
Thurston County,3,39.6
Thurston County,4,39.9
Wahkiakum County,1,54.9
Wahkiakum County,2,55.0
Wahkiakum County,3,55.1
Wahkiakum County,4,54.6
Walla Walla County,1,37.8
Walla Walla County,2,37.8
Walla Walla County,3,38.5
Walla Walla County,4,38.8
Whatcom County,1,37.7
Whatcom County,2,37.8
Whatcom County,3,38.5
Whatcom County,4,38.3
Whitman County,1,25.3
Whitman County,2,25.3
Whitman County,3,28.4
Whitman County,4,25.7
Yakima County,1,32.9
Yakima County,2,32.9
Yakima County,3,33.0
Yakima County,4,33.1
Barbour County,1,43.1
Barbour County,2,43.1
Barbour County,3,42.6
Barbour County,4,42.3
Berkeley County,1,38.7
Berkeley County,2,38.7
Berkeley County,3,38.6
Berkeley County,4,38.6
Boone County,1,44.8
Boone County,2,44.8
Boone County,3,45.3
Boone County,4,45.6
Braxton County,1,46.4
Braxton County,2,46.5
Braxton County,3,46.7
Braxton County,4,47.0
Brooke County,1,47.1
Brooke County,2,47.1
Brooke County,3,47.2
Brooke County,4,47.2
Cabell County,1,38.8
Cabell County,2,38.8
Cabell County,3,38.8
Cabell County,4,38.8
Calhoun County,1,49.3
Calhoun County,2,49.4
Calhoun County,3,49.2
Calhoun County,4,49.1
Clay County,1,45.1
Clay County,2,45.2
Clay County,3,45.1
Clay County,4,44.9
Doddridge County,1,45.5
Doddridge County,2,45.4
Doddridge County,3,45.3
Doddridge County,4,45.5
Fayette County,1,44.5
Fayette County,2,44.5
Fayette County,3,44.7
Fayette County,4,44.8
