CTYNAME,YEAR,MEDIAN_AGE_TOT
Montgomery County,4,43.1
Neshoba County,1,36.1
Neshoba County,2,36.0
Neshoba County,3,35.9
Neshoba County,4,35.8
Newton County,1,37.6
Newton County,2,37.6
Newton County,3,37.7
Newton County,4,37.8
Noxubee County,1,38.0
Noxubee County,2,37.9
Noxubee County,3,37.8
Noxubee County,4,37.3
Oktibbeha County,1,25.5
Oktibbeha County,2,25.5
Oktibbeha County,3,25.5
Oktibbeha County,4,25.4
Panola County,1,38.4
Panola County,2,38.5
Panola County,3,38.6
Panola County,4,38.9
Pearl River County,1,41.1
Pearl River County,2,41.1
Pearl River County,3,41.0
Pearl River County,4,40.9
Perry County,1,41.3
Perry County,2,41.3
Perry County,3,41.2
Perry County,4,41.3
Pike County,1,37.6
Pike County,2,37.6
Pike County,3,37.6
Pike County,4,37.8
Pontotoc County,1,37.0
Pontotoc County,2,37.1
Pontotoc County,3,37.0
Pontotoc County,4,37.0
Prentiss County,1,38.4
Prentiss County,2,38.5
Prentiss County,3,38.2
Prentiss County,4,38.1
Quitman County,1,40.7
Quitman County,2,40.6
Quitman County,3,40.3
Quitman County,4,39.9
Rankin County,1,38.9
Rankin County,2,39.0
Rankin County,3,39.2
Rankin County,4,39.5
Scott County,1,37.1
Scott County,2,37.1
Scott County,3,37.3
Scott County,4,37.3
Sharkey County,1,42.0
Sharkey County,2,42.2
Sharkey County,3,42.4
Sharkey County,4,42.9
Simpson County,1,40.2
Simpson County,2,40.3
Simpson County,3,40.5
Simpson County,4,40.8
Smith County,1,41.8
Smith County,2,41.8
Smith County,3,41.7
Smith County,4,41.8
Stone County,1,38.9
Stone County,2,38.9
Stone County,3,39.1
Stone County,4,39.4
Sunflower County,1,36.5
Sunflower County,2,36.6
Sunflower County,3,36.9
Sunflower County,4,36.9
Tallahatchie County,1,38.3
Tallahatchie County,2,38.4
Tallahatchie County,3,38.5
Tallahatchie County,4,38.4
Tate County,1,38.3
Tate County,2,38.3
Tate County,3,38.3
Tate County,4,38.2
Tippah County,1,39.1
Tippah County,2,39.1
Tippah County,3,39.1
Tippah County,4,39.3
Tishomingo County,1,43.2
Tishomingo County,2,43.1
Tishomingo County,3,43.4
Tishomingo County,4,43.1
Tunica County,1,34.6
Tunica County,2,34.8
Tunica County,3,34.7
Tunica County,4,34.7
Union County,1,38.3
Union County,2,38.3
Union County,3,38.2
Union County,4,38.1
Walthall County,1,41.6
Walthall County,2,41.6
Walthall County,3,42.0
Walthall County,4,42.3
Warren County,1,39.7
Warren County,2,39.7
Warren County,3,40.2
Warren County,4,40.5
Washington County,1,38.1
Washington County,2,38.2
Washington County,3,38.3
Washington County,4,38.5
Wayne County,1,38.8
Wayne County,2,38.8
Wayne County,3,39.2
Wayne County,4,39.2
Webster County,1,40.7
Webster County,2,40.6
Webster County,3,40.4
Webster County,4,40.3
Wilkinson County,1,39.4
Wilkinson County,2,39.6
Wilkinson County,3,39.9
Wilkinson County,4,40.2
Winston County,1,42.4
Winston County,2,42.5
Winston County,3,42.4
Winston County,4,42.4
Yalobusha County,1,43.3
Yalobusha County,2,43.4
Yalobusha County,3,43.3
Yalobusha County,4,43.1
Yazoo County,1,36.4
Yazoo County,2,36.5
Yazoo County,3,36.7
Yazoo County,4,36.9
Adair County,1,28.2
Adair County,2,28.3
Adair County,3,28.4
Adair County,4,28.5
Andrew County,1,41.7
Andrew County,2,41.8
Andrew County,3,42.2
Andrew County,4,42.2
Atchison County,1,47.0
Atchison County,2,47.0
Atchison County,3,47.2
Atchison County,4,46.9
Audrain County,1,40.2
Audrain County,2,40.3
Audrain County,3,40.1
Audrain County,4,40.3
Barry County,1,43.3
Barry County,2,43.4
Barry County,3,43.1
Barry County,4,43.5
Barton County,1,41.7
Barton County,2,41.7
Barton County,3,41.6
Barton County,4,41.8
Bates County,1,41.5
Bates County,2,41.5
Bates County,3,41.5
Bates County,4,41.3
Benton County,1,54.2
Benton County,2,54.2
Benton County,3,53.8
Benton County,4,54.0
Bollinger County,1,44.6
Bollinger County,2,44.6
Bollinger County,3,44.4
Bollinger County,4,44.4
Boone County,1,31.8
Boone County,2,31.9
Boone County,3,32.1
Boone County,4,32.3
Buchanan County,1,38.4
Buchanan County,2,38.5
Buchanan County,3,38.7
Buchanan County,4,38.9
Butler County,1,40.2
Butler County,2,40.2
Butler County,3,40.0
Butler County,4,40.0
Caldwell County,1,42.0
Caldwell County,2,42.1
Caldwell County,3,42.0
Caldwell County,4,42.1
Callaway County,1,39.8
Callaway County,2,39.8
Callaway County,3,40.0
Callaway County,4,40.2
Camden County,1,52.7
Camden County,2,52.8
Camden County,3,52.9
Camden County,4,53.1
Cape Girardeau County,1,36.7
Cape Girardeau County,2,36.7
Cape Girardeau County,3,36.8
Cape Girardeau County,4,36.8
Carroll County,1,43.4
Carroll County,2,43.6
Carroll County,3,43.7
Carroll County,4,43.6
Carter County,1,43.1
Carter County,2,43.1
Carter County,3,42.1
Carter County,4,42.5
Cass County,1,40.2
Cass County,2,40.2
Cass County,3,40.2
Cass County,4,40.5
Cedar County,1,43.9
Cedar County,2,43.9
Cedar County,3,43.2
Cedar County,4,43.4
Chariton County,1,45.5
Chariton County,2,45.6
Chariton County,3,45.5
Chariton County,4,44.9
Christian County,1,38.6
Christian County,2,38.6
Christian County,3,38.7
Christian County,4,39.0
Clark County,1,43.9
Clark County,2,43.9
Clark County,3,43.5
Clark County,4,43.3
Clay County,1,37.5
Clay County,2,37.5
Clay County,3,37.7
Clay County,4,38.0
Clinton County,1,41.6
Clinton County,2,41.5
Clinton County,3,41.5
Clinton County,4,41.6
Cole County,1,39.3
Cole County,2,39.4
Cole County,3,39.7
Cole County,4,39.8
Cooper County,1,39.8
Cooper County,2,40.6
Cooper County,3,40.8
Cooper County,4,40.9
Crawford County,1,42.4
Crawford County,2,42.4
Crawford County,3,42.7
Crawford County,4,43.0
Dade County,1,46.3
Dade County,2,46.3
Dade County,3,46.5
Dade County,4,46.4
Dallas County,1,42.2
Dallas County,2,42.2
Dallas County,3,42.0
Dallas County,4,41.8
Daviess County,1,41.3
Daviess County,2,41.3
Daviess County,3,41.7
Daviess County,4,41.6
DeKalb County,1,41.5
DeKalb County,2,41.2
DeKalb County,3,41.2
DeKalb County,4,41.5
Dent County,1,44.1
Dent County,2,44.1
Dent County,3,44.2
Dent County,4,44.1
Douglas County,1,47.0
Douglas County,2,46.9
Douglas County,3,46.1
Douglas County,4,45.4
Dunklin County,1,39.8
Dunklin County,2,39.8
Dunklin County,3,39.5
Dunklin County,4,39.3
Franklin County,1,41.3
Franklin County,2,41.4
Franklin County,3,41.5
Franklin County,4,41.7
Gasconade County,1,46.0
Gasconade County,2,46.1
Gasconade County,3,46.1
Gasconade County,4,46.0
Gentry County,1,39.7
Gentry County,2,39.7
Gentry County,3,39.6
Gentry County,4,39.3
Greene County,1,36.4
Greene County,2,36.5
Greene County,3,36.5
Greene County,4,36.7
Grundy County,1,40.8
Grundy County,2,40.8
Grundy County,3,40.6
Grundy County,4,40.2
Harrison County,1,42.3
Harrison County,2,42.3
Harrison County,3,42.1
Harrison County,4,41.9
Henry County,1,43.7
Henry County,2,43.7
Henry County,3,43.4
Henry County,4,43.2
Hickory County,1,56.1
Hickory County,2,56.1
Hickory County,3,55.2
Hickory County,4,54.8
Holt County,1,48.6
Holt County,2,48.9
Holt County,3,48.1
Holt County,4,47.4
Howard County,1,38.6
Howard County,2,38.6
Howard County,3,39.0
Howard County,4,39.2
Howell County,1,40.5
Howell County,2,40.5
Howell County,3,40.5
Howell County,4,40.5
Iron County,1,45.5
Iron County,2,45.6
Iron County,3,45.5
Iron County,4,45.0
Jackson County,1,36.9
Jackson County,2,37.0
Jackson County,3,37.1
Jackson County,4,37.2
Jasper County,1,36.6
Jasper County,2,36.7
Jasper County,3,36.8
Jasper County,4,36.9
Jefferson County,1,40.1
Jefferson County,2,40.1
Jefferson County,3,40.3
Jefferson County,4,40.5
Johnson County,1,30.7
Johnson County,2,30.7
Johnson County,3,30.7
Johnson County,4,30.9
Knox County,1,42.7
Knox County,2,42.5
Knox County,3,41.6
Knox County,4,41.3
Laclede County,1,39.9
Laclede County,2,39.9
Laclede County,3,39.9
Laclede County,4,40.0
Lafayette County,1,41.2
Lafayette County,2,41.1
Lafayette County,3,41.5
Lafayette County,4,41.4
Lawrence County,1,39.5
Lawrence County,2,39.5
Lawrence County,3,39.2
Lawrence County,4,38.9
Lewis County,1,38.0
Lewis County,2,38.0
Lewis County,3,38.3
Lewis County,4,38.6
Lincoln County,1,37.2
Lincoln County,2,37.3
Lincoln County,3,37.2
Lincoln County,4,37.4
Linn County,1,42.3
Linn County,2,42.3
Linn County,3,42.0
Linn County,4,41.7
Livingston County,1,40.5
Livingston County,2,40.9
Livingston County,3,40.6
Livingston County,4,40.7
McDonald County,1,38.9
McDonald County,2,39.0
McDonald County,3,39.1
McDonald County,4,39.2
Macon County,1,43.1
Macon County,2,43.1
Macon County,3,42.7
Macon County,4,42.9
Madison County,1,42.0
Madison County,2,42.1
Madison County,3,42.1
Madison County,4,42.1
Maries County,1,45.6
Maries County,2,45.5
Maries County,3,45.2
Maries County,4,44.9
Marion County,1,39.3
Marion County,2,39.4
Marion County,3,39.5
Marion County,4,39.8
Mercer County,1,44.0
Mercer County,2,43.9
Mercer County,3,43.8
Mercer County,4,43.7
Miller County,1,41.0
Miller County,2,41.0
Miller County,3,40.9
Miller County,4,40.9
Mississippi County,1,40.4
Mississippi County,2,40.7
Mississippi County,3,40.5
Mississippi County,4,40.4
Moniteau County,1,38.3
Moniteau County,2,38.4
Moniteau County,3,38.6
Moniteau County,4,38.8
Monroe County,1,45.9
Monroe County,2,45.8
Monroe County,3,45.6
Monroe County,4,46.3
Montgomery County,1,43.6
Montgomery County,2,43.6
Montgomery County,3,43.3
Montgomery County,4,43.4
Morgan County,1,45.5
Morgan County,2,45.6
Morgan County,3,45.3
Morgan County,4,44.7
New Madrid County,1,42.3
New Madrid County,2,42.4
New Madrid County,3,42.2
New Madrid County,4,42.1
Newton County,1,40.3
Newton County,2,40.3
Newton County,3,40.3
Newton County,4,40.3
Nodaway County,1,33.4
Nodaway County,2,33.4
Nodaway County,3,33.3
Nodaway County,4,33.5
Oregon County,1,45.5
Oregon County,2,45.3
Oregon County,3,45.0
Oregon County,4,43.9
Osage County,1,41.2
Osage County,2,41.2
Osage County,3,41.0
Osage County,4,41.1
Ozark County,1,52.5
Ozark County,2,52.5
Ozark County,3,51.6
Ozark County,4,51.1
Pemiscot County,1,38.8
Pemiscot County,2,38.8
Pemiscot County,3,39.0
Pemiscot County,4,38.8
Perry County,1,41.7
Perry County,2,41.7
Perry County,3,41.9
Perry County,4,42.1
Pettis County,1,38.0
Pettis County,2,38.0
Pettis County,3,38.0
Pettis County,4,38.1
Phelps County,1,36.0
Phelps County,2,36.0
Phelps County,3,36.0
Phelps County,4,36.0
Pike County,1,40.1
Pike County,2,40.2
Pike County,3,40.1
Pike County,4,40.4
Platte County,1,38.7
Platte County,2,38.8
Platte County,3,39.0
Platte County,4,39.2
Polk County,1,38.4
Polk County,2,38.4
Polk County,3,38.5
Polk County,4,38.3
Pulaski County,1,28.2
Pulaski County,2,28.2
Pulaski County,3,28.3
Pulaski County,4,28.5
Putnam County,1,45.2
Putnam County,2,45.2
Putnam County,3,44.7
Putnam County,4,44.0
Ralls County,1,45.9
Ralls County,2,45.9
Ralls County,3,46.2
Ralls County,4,46.2
Randolph County,1,39.3
Randolph County,2,39.5
Randolph County,3,39.5
Randolph County,4,39.5
Ray County,1,42.4
Ray County,2,42.4
Ray County,3,42.4
Ray County,4,42.2
Reynolds County,1,47.5
Reynolds County,2,47.6
Reynolds County,3,47.5
Reynolds County,4,47.9
Ripley County,1,42.7
Ripley County,2,42.6
Ripley County,3,42.0
Ripley County,4,41.5
St. Charles County,1,39.3
St. Charles County,2,39.4
St. Charles County,3,39.6
St. Charles County,4,39.9
St. Clair County,1,48.5
St. Clair County,2,48.2
St. Clair County,3,48.3
St. Clair County,4,47.6
Ste. Genevieve County,1,43.2
Ste. Genevieve County,2,43.2
Ste. Genevieve County,3,43.1
Ste. Genevieve County,4,43.0
St. Francois County,1,39.6
St. Francois County,2,39.7
St. Francois County,3,39.6
St. Francois County,4,39.9
St. Louis County,1,40.1
St. Louis County,2,40.1
St. Louis County,3,40.2
St. Louis County,4,40.4
Saline County,1,37.2
Saline County,2,37.3
Saline County,3,37.3
Saline County,4,37.5
Schuyler County,1,39.4
Schuyler County,2,39.5
Schuyler County,3,39.0
Schuyler County,4,39.2
Scotland County,1,36.8
Scotland County,2,36.9
Scotland County,3,36.8
Scotland County,4,36.6
Scott County,1,39.7
Scott County,2,39.7
Scott County,3,39.7
Scott County,4,39.6
Shannon County,1,46.1
Shannon County,2,46.0
Shannon County,3,45.5
Shannon County,4,45.0
Shelby County,1,41.8
Shelby County,2,41.9
Shelby County,3,42.1
Shelby County,4,41.9
Stoddard County,1,42.2
Stoddard County,2,42.2
Stoddard County,3,42.2
Stoddard County,4,42.3
Stone County,1,54.2
Stone County,2,54.2
Stone County,3,54.4
Stone County,4,54.5
Sullivan County,1,43.2
Sullivan County,2,43.1
Sullivan County,3,43.4
Sullivan County,4,43.7
Taney County,1,42.1
Taney County,2,42.1
Taney County,3,42.6
Taney County,4,42.8
Texas County,1,43.2
Texas County,2,43.3
Texas County,3,42.6
Texas County,4,42.6
Vernon County,1,41.5
Vernon County,2,41.5
Vernon County,3,41.3
Vernon County,4,41.0
Warren County,1,40.5
Warren County,2,40.5
Warren County,3,40.5
Warren County,4,40.6
Washington County,1,41.4
Washington County,2,41.4
Washington County,3,41.2
Washington County,4,41.4
Wayne County,1,48.4
Wayne County,2,48.4
Wayne County,3,48.1
Wayne County,4,47.8
Webster County,1,37.2
Webster County,2,37.3
Webster County,3,37.0
Webster County,4,36.7
Worth County,1,48.9
Worth County,2,48.9
Worth County,3,48.8
Worth County,4,48.9
Wright County,1,40.2
Wright County,2,40.2
Wright County,3,40.0
Wright County,4,39.5
St. Louis city,1,36.3
St. Louis city,2,36.3
St. Louis city,3,36.7
St. Louis city,4,37.1
Beaverhead County,1,42.3
Beaverhead County,2,42.5
Beaverhead County,3,42.5
Beaverhead County,4,42.7
Big Horn County,1,31.9
Big Horn County,2,31.9
Big Horn County,3,32.0
Big Horn County,4,32.1
Blaine County,1,34.3
Blaine County,2,34.4
Blaine County,3,34.5
Blaine County,4,35.1
Broadwater County,1,47.8
Broadwater County,2,47.8
Broadwater County,3,47.0
Broadwater County,4,45.9
Carbon County,1,50.6
Carbon County,2,50.6
Carbon County,3,50.3
Carbon County,4,49.7
Carter County,1,47.6
Carter County,2,47.8
Carter County,3,47.4
Carter County,4,47.9
Cascade County,1,38.2
Cascade County,2,38.3
Cascade County,3,38.3
Cascade County,4,38.4
Chouteau County,1,42.3
Chouteau County,2,42.3
Chouteau County,3,43.2
Chouteau County,4,43.6
Custer County,1,41.9
Custer County,2,41.9
Custer County,3,41.9
Custer County,4,42.1
Daniels County,1,46.1
Daniels County,2,45.8
Daniels County,3,45.1
Daniels County,4,45.6
Dawson County,1,41.4
Dawson County,2,41.4
Dawson County,3,41.5
Dawson County,4,41.7
Deer Lodge County,1,49.5
Deer Lodge County,2,49.6
Deer Lodge County,3,49.9
Deer Lodge County,4,50.0
Fallon County,1,38.7
Fallon County,2,38.7
Fallon County,3,39.0
Fallon County,4,38.6
Fergus County,1,45.2
Fergus County,2,45.1
Fergus County,3,44.8
Fergus County,4,44.7
Flathead County,1,42.4
Flathead County,2,42.4
Flathead County,3,42.1
Flathead County,4,42.0
Gallatin County,1,33.5
Gallatin County,2,33.6
Gallatin County,3,33.6
Gallatin County,4,33.8
Garfield County,1,45.1
Garfield County,2,45.1
Garfield County,3,43.7
Garfield County,4,43.9
Glacier County,1,32.2
Glacier County,2,32.2
Glacier County,3,32.6
Glacier County,4,33.0
Golden Valley County,1,55.8
Golden Valley County,2,55.6
Golden Valley County,3,55.1
Golden Valley County,4,55.3
Granite County,1,55.0
Granite County,2,54.9
Granite County,3,54.0
Granite County,4,54.5
Hill County,1,34.1
Hill County,2,34.3
Hill County,3,34.5
Hill County,4,34.5
Jefferson County,1,47.5
Jefferson County,2,47.4
Jefferson County,3,47.2
Jefferson County,4,46.6
Judith Basin County,1,49.3
Judith Basin County,2,49.3
Judith Basin County,3,49.7
Judith Basin County,4,49.1
Lake County,1,43.3
Lake County,2,43.4
Lake County,3,43.6
Lake County,4,43.8
Lewis and Clark County,1,41.3
Lewis and Clark County,2,41.3
Lewis and Clark County,3,41.2
Lewis and Clark County,4,41.4
Liberty County,1,43.6
Liberty County,2,43.7
Liberty County,3,43.6
Liberty County,4,42.8
Lincoln County,1,52.9
Lincoln County,2,53.0
Lincoln County,3,52.3
Lincoln County,4,52.0
McCone County,1,47.6
McCone County,2,47.6
McCone County,3,47.8
McCone County,4,48.5
Madison County,1,52.6
Madison County,2,52.6
Madison County,3,52.2
Madison County,4,51.4
Meagher County,1,54.4
Meagher County,2,54.5
Meagher County,3,54.6
Meagher County,4,52.0
Mineral County,1,52.0
Mineral County,2,51.8
Mineral County,3,50.6
Mineral County,4,50.4
Missoula County,1,36.7
Missoula County,2,36.8
Missoula County,3,37.0
Missoula County,4,37.2
Musselshell County,1,50.8
Musselshell County,2,50.7
Musselshell County,3,49.9
Musselshell County,4,48.8
Park County,1,47.3
Park County,2,47.4
Park County,3,47.0
Park County,4,46.6
Petroleum County,1,54.3
Petroleum County,2,54.1
Petroleum County,3,54.7
Petroleum County,4,55.7
Phillips County,1,45.0
Phillips County,2,45.3
Phillips County,3,45.0
Phillips County,4,44.5
Pondera County,1,42.3
Pondera County,2,42.2
Pondera County,3,42.1
Pondera County,4,41.7
Powder River County,1,53.4
Powder River County,2,53.6
Powder River County,3,53.4
Powder River County,4,53.0
Powell County,1,45.1
Powell County,2,45.1
Powell County,3,44.9
Powell County,4,44.7
Prairie County,1,52.6
Prairie County,2,52.6
Prairie County,3,52.1
Prairie County,4,52.6
Ravalli County,1,49.3
Ravalli County,2,49.4
Ravalli County,3,48.9
Ravalli County,4,48.5
Richland County,1,37.8
Richland County,2,37.7
Richland County,3,38.1
Richland County,4,38.7
Roosevelt County,1,30.8
Roosevelt County,2,30.8
Roosevelt County,3,30.6
Roosevelt County,4,30.6
Rosebud County,1,35.6
Rosebud County,2,35.5
Rosebud County,3,35.6
Rosebud County,4,35.7
Sanders County,1,54.6
Sanders County,2,54.7
Sanders County,3,54.5
Sanders County,4,54.4
Sheridan County,1,46.1
Sheridan County,2,46.1
Sheridan County,3,46.3
Sheridan County,4,46.1
Silver Bow County,1,39.9
Silver Bow County,2,39.9
Silver Bow County,3,40.1
Silver Bow County,4,40.1
Stillwater County,1,47.2
Stillwater County,2,47.2
Stillwater County,3,47.1
Stillwater County,4,46.9
Sweet Grass County,1,48.7
Sweet Grass County,2,48.9
Sweet Grass County,3,48.7
Sweet Grass County,4,48.7
Teton County,1,43.5
Teton County,2,43.3
Teton County,3,43.1
Teton County,4,42.8
Toole County,1,40.1
Toole County,2,40.0
Toole County,3,39.8
Toole County,4,39.2
Treasure County,1,50.3
Treasure County,2,49.3
Treasure County,3,47.3
Treasure County,4,47.0
Valley County,1,44.1
Valley County,2,44.2
Valley County,3,44.4
Valley County,4,44.6
Wheatland County,1,42.9
Wheatland County,2,42.8
Wheatland County,3,43.5
Wheatland County,4,43.7
Wibaux County,1,49.0
Wibaux County,2,48.9
Wibaux County,3,47.8
Wibaux County,4,46.6
Yellowstone County,1,38.5
Yellowstone County,2,38.6
Yellowstone County,3,38.6
Yellowstone County,4,38.6
Adams County,1,38.2
Adams County,2,38.2
Adams County,3,38.5
Adams County,4,38.7
Antelope County,1,43.7
Antelope County,2,43.5
Antelope County,3,42.9
Antelope County,4,42.6
Arthur County,1,40.9
Arthur County,2,40.9
Arthur County,3,41.2
Arthur County,4,42.4
Banner County,1,43.3
Banner County,2,43.1
Banner County,3,43.7
Banner County,4,46.8
Blaine County,1,50.0
Blaine County,2,49.7
Blaine County,3,48.9
Blaine County,4,48.5
Boone County,1,44.1
Boone County,2,44.1
Boone County,3,43.4
Boone County,4,42.7
Box Butte County,1,40.0
Box Butte County,2,40.0
Box Butte County,3,40.1
Box Butte County,4,40.0
Boyd County,1,51.5
Boyd County,2,51.5
Boyd County,3,51.6
Boyd County,4,52.6
Brown County,1,46.5
Brown County,2,46.3
Brown County,3,45.7
Brown County,4,45.2
Buffalo County,1,34.4
Buffalo County,2,34.4
Buffalo County,3,34.7
Buffalo County,4,34.9
Burt County,1,45.0
Burt County,2,44.9
Burt County,3,44.3
Burt County,4,43.8
Butler County,1,42.6
Butler County,2,42.7
Butler County,3,42.1
Butler County,4,42.0
Cass County,1,42.0
Cass County,2,42.0
Cass County,3,41.8
Cass County,4,42.0
Cedar County,1,42.5
Cedar County,2,42.5
Cedar County,3,42.4
Cedar County,4,42.3
Chase County,1,42.1
Chase County,2,42.2
Chase County,3,42.6
Chase County,4,42.7
Cherry County,1,42.5
Cherry County,2,42.5
Cherry County,3,42.4
Cherry County,4,41.7
Cheyenne County,1,42.2
Cheyenne County,2,42.3
Cheyenne County,3,42.2
Cheyenne County,4,42.2
Clay County,1,41.0
Clay County,2,41.1
Clay County,3,40.6
Clay County,4,40.5
Colfax County,1,35.0
Colfax County,2,35.1
Colfax County,3,35.4
Colfax County,4,35.5
Cuming County,1,41.3
Cuming County,2,41.3
Cuming County,3,41.2
Cuming County,4,41.4
Custer County,1,42.8
Custer County,2,42.8
Custer County,3,42.5
Custer County,4,42.4
Dakota County,1,33.1
Dakota County,2,33.1
Dakota County,3,33.4
Dakota County,4,33.6
Dawes County,1,37.0
Dawes County,2,37.0
Dawes County,3,37.1
Dawes County,4,36.8
Dawson County,1,36.2
Dawson County,2,36.2
Dawson County,3,36.4
Dawson County,4,36.5
Deuel County,1,49.1
Deuel County,2,49.4
Deuel County,3,49.8
Deuel County,4,49.9
Dixon County,1,41.6
Dixon County,2,41.6
Dixon County,3,41.9
Dixon County,4,42.0
Dodge County,1,39.4
Dodge County,2,39.4
Dodge County,3,39.3
Dodge County,4,39.4
Douglas County,1,35.2
Douglas County,2,35.3
Douglas County,3,35.5
Douglas County,4,35.7
Dundy County,1,47.6
Dundy County,2,47.4
Dundy County,3,47.6
Dundy County,4,48.3
Fillmore County,1,46.4
Fillmore County,2,46.1
Fillmore County,3,45.8
Fillmore County,4,46.3
Franklin County,1,48.6
Franklin County,2,48.4
Franklin County,3,48.0
Franklin County,4,47.7
Frontier County,1,45.7
Frontier County,2,45.7
Frontier County,3,45.5
Frontier County,4,44.1
Furnas County,1,45.8
Furnas County,2,45.8
Furnas County,3,45.9
Furnas County,4,45.6
Gage County,1,43.2
Gage County,2,43.2
Gage County,3,43.2
Gage County,4,43.4
Garden County,1,50.4
Garden County,2,50.0
Garden County,3,50.9
Garden County,4,51.4
Garfield County,1,51.5
Garfield County,2,51.3
Garfield County,3,50.5
Garfield County,4,50.6
Gosper County,1,46.1
Gosper County,2,45.9
Gosper County,3,46.5
Gosper County,4,45.5
Grant County,1,43.1
Grant County,2,42.6
Grant County,3,43.8
Grant County,4,42.3
Greeley County,1,44.4
Greeley County,2,44.6
Greeley County,3,44.4
Greeley County,4,43.4
Hall County,1,36.0
Hall County,2,36.1
Hall County,3,36.4
Hall County,4,36.5
Hamilton County,1,41.2
Hamilton County,2,41.2
Hamilton County,3,41.1
Hamilton County,4,40.9
Harlan County,1,49.8
Harlan County,2,49.9
Harlan County,3,49.5
Harlan County,4,49.6
Hayes County,1,46.0
Hayes County,2,46.1
Hayes County,3,46.9
Hayes County,4,45.2
Hitchcock County,1,45.8
Hitchcock County,2,45.6
Hitchcock County,3,45.0
Hitchcock County,4,43.9
Holt County,1,42.6
Holt County,2,42.6
Holt County,3,42.5
Holt County,4,42.2
Hooker County,1,47.3
Hooker County,2,48.0
Hooker County,3,46.6
Hooker County,4,45.9
Howard County,1,42.7
Howard County,2,42.6
Howard County,3,42.5
Howard County,4,42.9
Jefferson County,1,45.3
Jefferson County,2,45.1
Jefferson County,3,44.9
Jefferson County,4,44.4
Johnson County,1,41.2
Johnson County,2,41.3
Johnson County,3,41.2
Johnson County,4,41.5
Kearney County,1,40.5
Kearney County,2,40.4
Kearney County,3,40.5
Kearney County,4,40.5
Keith County,1,48.4
Keith County,2,48.5
Keith County,3,48.7
Keith County,4,49.0
Keya Paha County,1,55.0
Keya Paha County,2,55.5
Keya Paha County,3,54.3
Keya Paha County,4,53.6
Kimball County,1,47.8
Kimball County,2,48.2
Kimball County,3,47.8
Kimball County,4,48.2
Knox County,1,44.5
Knox County,2,44.4
Knox County,3,44.0
Knox County,4,44.3
Lancaster County,1,34.0
Lancaster County,2,34.0
Lancaster County,3,34.4
Lancaster County,4,34.4
Lincoln County,1,41.3
Lincoln County,2,41.5
Lincoln County,3,41.7
Lincoln County,4,42.1
Logan County,1,42.8
Logan County,2,42.5
Logan County,3,43.2
Logan County,4,44.0
Loup County,1,49.6
Loup County,2,50.3
Loup County,3,50.0
Loup County,4,50.8
McPherson County,1,50.4
McPherson County,2,50.3
McPherson County,3,50.8
McPherson County,4,51.0
Madison County,1,37.3
Madison County,2,37.3
Madison County,3,37.5
Madison County,4,37.5
Merrick County,1,42.9
Merrick County,2,43.0
Merrick County,3,43.0
Merrick County,4,42.9
Morrill County,1,42.8
Morrill County,2,42.8
Morrill County,3,42.4
Morrill County,4,42.7
Nance County,1,42.7
Nance County,2,42.6
Nance County,3,42.7
Nance County,4,42.6
Nemaha County,1,38.4
Nemaha County,2,38.4
Nemaha County,3,38.8
Nemaha County,4,38.9
Nuckolls County,1,48.8
Nuckolls County,2,48.9
Nuckolls County,3,48.4
Nuckolls County,4,47.8
Otoe County,1,41.5
Otoe County,2,41.6
Otoe County,3,41.9
Otoe County,4,41.6
Pawnee County,1,49.3
Pawnee County,2,49.4
Pawnee County,3,48.3
Pawnee County,4,47.8
Perkins County,1,42.0
Perkins County,2,42.2
Perkins County,3,42.5
Perkins County,4,42.6
Phelps County,1,40.8
Phelps County,2,40.7
Phelps County,3,40.4
Phelps County,4,40.4
Pierce County,1,40.7
Pierce County,2,40.7
Pierce County,3,40.5
Pierce County,4,40.2
Platte County,1,37.9
Platte County,2,38.0
Platte County,3,38.2
Platte County,4,38.4
Polk County,1,44.8
Polk County,2,44.7
Polk County,3,44.7
Polk County,4,43.9
Red Willow County,1,41.5
Red Willow County,2,41.5
Red Willow County,3,41.6
Red Willow County,4,41.7
Richardson County,1,47.0
Richardson County,2,46.9
Richardson County,3,46.2
Richardson County,4,45.6
Rock County,1,47.7
Rock County,2,46.7
Rock County,3,45.3
Rock County,4,46.1
Saline County,1,37.5
Saline County,2,37.6
Saline County,3,38.3
Saline County,4,38.4
Sarpy County,1,35.2
Sarpy County,2,35.2
Sarpy County,3,35.5
Sarpy County,4,35.8
Saunders County,1,40.8
Saunders County,2,40.7
Saunders County,3,40.5
Saunders County,4,40.6
Scotts Bluff County,1,39.4
Scotts Bluff County,2,39.5
Scotts Bluff County,3,39.8
Scotts Bluff County,4,39.9
Seward County,1,37.4
Seward County,2,37.4
Seward County,3,37.9
Seward County,4,38.0
Sheridan County,1,46.1
Sheridan County,2,46.1
Sheridan County,3,45.6
Sheridan County,4,45.9
Sherman County,1,49.0
Sherman County,2,48.9
Sherman County,3,48.1
Sherman County,4,46.8
Sioux County,1,53.0
Sioux County,2,52.9
Sioux County,3,51.0
Sioux County,4,52.4
Stanton County,1,41.3
Stanton County,2,41.5
Stanton County,3,41.5
Stanton County,4,41.7
Thayer County,1,45.2
Thayer County,2,45.3
Thayer County,3,45.7
Thayer County,4,45.8
Thomas County,1,45.5
Thomas County,2,45.4
